,RF_Global,RF_Faixa1,RF_Faixa2,RF_Faixa3,OE_Global,OE_Faixa1,OE_Faixa2,OE_Faixa3
2019-05-23 12:00:00,5.837295058645436,,,5.879066427506367,5.808176087354817,,,5.827801182919005
2019-05-23 13:00:00,5.070916240375337,,,5.0728780628113554,5.023996289953958,,,5.0227418615017365
2019-05-23 14:00:00,3.748530779455079,,,3.7522619687333,3.8067188377434813,,,3.803072870261715
2019-05-23 15:00:00,2.7820229499876685,,2.7825461181604036,,2.8028702625896695,,2.806501579964459,
2019-05-23 16:00:00,1.3980271285955714,1.3926409647974578,,,1.3728245291274364,1.403342092767157,,
2019-05-23 17:00:00,0.7129634235990853,0.7103990366303092,,,0.6994811477360293,0.7027614621739243,,
2019-05-23 18:00:00,0.40038948400312646,0.40332305370971633,,,0.42319275949654717,0.4167603740745626,,
2019-05-24 04:00:00,0.321001185024193,0.3179743199240285,,,0.3569808315345048,0.34445087413306963,,
2019-05-24 05:00:00,0.39769559694936996,0.3965503004534586,,,0.4311317651637611,0.4205697552697914,,
2019-05-24 06:00:00,0.952407530898786,0.9525628465479454,,,0.961538847257861,0.9682406170528041,,
2019-05-24 07:00:00,2.4609905311910274,,2.459456712857225,,2.504679250415332,,2.4886403806090533,
2019-05-24 08:00:00,3.6456273773036845,,,3.639635846960365,3.7107637472609603,,,3.7115814576492783
2019-05-24 09:00:00,3.646043117959603,,,3.670669429439613,3.7867170523809204,,,3.786365179735499
2019-05-24 10:00:00,2.4672427581270027,,2.470017489429944,,2.5024217222204386,,2.491583395813945,
2019-05-24 11:00:00,1.0675041963013085,1.0675649894410786,,,1.0237051642738826,1.0373699354819594,,
2019-05-24 12:00:00,0.6846724482135678,0.684707900367931,,,0.7107124020228407,0.7113568696202683,,
2019-05-24 13:00:00,0.5496945572811451,0.546058225109428,,,0.560495622828647,0.5541307855763627,,
2019-05-24 14:00:00,0.5534937814632201,0.5512664699434827,,,0.5634054004840999,0.555875969366955,,
2019-05-24 15:00:00,1.2575191024199293,1.257684833278444,,,1.2261301986057191,1.236772491488334,,
2019-05-24 16:00:00,1.217213395972309,1.2181859847256766,,,1.17011125129469,1.1807016184572596,,
2019-05-24 17:00:00,0.6643001029920622,0.6610738647274507,,,0.6361755690240146,0.6314032292674906,,
2019-05-25 04:00:00,0.4143215313275612,0.418764104814815,,,0.4390506034179653,0.4276457063301162,,
2019-05-25 05:00:00,0.5397793434480611,0.5434932053799902,,,0.5546811255066916,0.5460602345256336,,
2019-05-25 06:00:00,0.9725061028535346,0.9713823749579116,,,0.9491988175667719,0.9520252761809501,,
2019-05-25 07:00:00,1.7220536774383501,1.7259917417067776,,,1.739970776868369,1.7642665766128554,,
2019-05-25 08:00:00,2.6273442039945984,,2.6314552289945987,,2.6624849455296977,,2.639367066845294,
2019-05-25 09:00:00,3.054102324928181,,3.057680849845417,,3.0926420085814934,,3.0887905712082926,
2019-05-25 10:00:00,3.837295819422088,,,3.940750985135917,3.993888308110512,,,3.993786924331662
2019-05-25 11:00:00,4.867046861144936,,,4.891455295460577,4.865684849157312,,,4.867625732446911
2019-05-25 12:00:00,3.1763016336677277,,3.1953615035345733,,3.220890883745824,,3.2417238674002538,
2019-05-25 13:00:00,5.306246303806209,,,5.328889756803758,5.315641965036906,,,5.3262955296192604
2019-05-25 14:00:00,4.367071751836507,,,4.3919476415175875,4.4308443435822245,,,4.429608634964205
2019-05-25 15:00:00,3.377994287638878,,3.392610731368032,,3.400966856129148,,3.434351308422671,
2019-05-25 16:00:00,1.450578669863471,1.4479031153699475,,,1.4167486618591867,1.4404617642484692,,
2019-05-25 17:00:00,0.49387930014320014,0.4903978235879896,,,0.5078005695903305,0.5005920592055383,,
2019-05-26 06:00:00,0.5806654128643575,0.577966136557239,,,0.5826994212253228,0.5733422104334879,,
2019-05-26 07:00:00,0.32846068111111115,0.32891731833333326,,,0.3493060109135088,0.3364226907407802,,
2019-05-26 08:00:00,0.4995541377429049,0.5004537689482427,,,0.509430802930321,0.49933070907330107,,
2019-05-26 09:00:00,0.5583260433122202,0.5610129468574346,,,0.5583262642032014,0.5500895678346034,,
2019-05-26 10:00:00,0.9559672571123563,0.9743362772135103,,,0.9934803820566305,0.99833457610636,,
2019-05-26 11:00:00,1.213355575400621,1.213380564677295,,,1.1702084646916746,1.1822675829268066,,
2019-05-26 12:00:00,2.420454824366599,,2.408558971540434,,2.44849386846292,,2.427025628934019,
2019-05-26 13:00:00,2.0678481903578256,,2.0417950347358786,,2.1166727817621,,2.1107160520697947,
2019-05-26 14:00:00,1.2749219923156168,1.2727602600784225,,,1.2598019697204423,1.2775566335216635,,
2019-05-26 15:00:00,0.5720438283843983,0.5699993604593501,,,0.5679878211339742,0.5616898625482669,,
2019-05-26 16:00:00,0.44512345237833834,0.4607488982835819,,,0.4734455911915872,0.46428184757536717,,
2019-05-27 06:00:00,0.8376600778959674,0.8364980542381317,,,0.8204773977803174,0.8184698799225266,,
2019-05-27 07:00:00,1.101813373368062,1.0877284737306754,,,1.0807870928789143,1.0876834104298632,,
2019-05-27 08:00:00,1.3827024503422916,1.3851387245001217,,,1.3798746891729181,1.3965032840245515,,
2019-05-27 09:00:00,3.0179970642805194,,3.042340540653614,,3.0570647805843514,,3.04626849528914,
2019-05-27 10:00:00,2.762399598361277,,2.7698962872003796,,2.832740209912469,,2.814231501401188,
2019-05-27 11:00:00,2.565229830198807,,2.5770899792583917,,2.583652586945932,,2.5628229030042147,
2019-05-27 12:00:00,1.8887845434184545,,1.8880523918605039,,1.8488897016959893,,1.8640392165712762,
2019-05-27 13:00:00,1.6471550129356134,1.6611630538607898,,,1.6298448630633056,1.6583565117638428,,
2019-05-27 14:00:00,2.208739673310053,,2.2175156968143965,,2.2202212473687193,,2.210708745840893,
2019-05-27 15:00:00,1.778230226309367,1.7841284439454699,,,1.711057803839588,1.7415078157619652,,
2019-05-27 16:00:00,1.2683727216100547,1.2728560610774553,,,1.215128441309771,1.2315187330658084,,
2019-05-27 17:00:00,0.6627539950589824,0.6585203558819401,,,0.6444732755462771,0.6416373853375131,,
2019-05-27 18:00:00,0.43732051300590546,0.4396281441370503,,,0.4419945146941281,0.433060957825424,,
2019-05-28 05:00:00,0.35161983112676415,0.3512063752993221,,,0.3682296117404155,0.3545560022422578,,
2019-05-28 06:00:00,0.6562167138188846,0.6574760905483009,,,0.6525512212539017,0.6438909288602584,,
2019-05-28 07:00:00,1.6333633510895462,1.6353754456909848,,,1.6538693064888899,1.6690323504047866,,
2019-05-28 08:00:00,2.4472202043561295,,2.4589009756097058,,2.5461616820882402,,2.5137021764031866,
2019-05-28 09:00:00,1.8430834951151505,1.8714411593434355,,,1.8146907429961567,1.8344636610402951,,
2019-05-28 10:00:00,2.6021492465863183,,2.6099327314141862,,2.6930716044834013,,2.6595445432216334,
2019-05-28 11:00:00,2.6899136396726453,,2.6513291787798647,,2.7713686755221003,,2.7414908287880553,
2019-05-28 12:00:00,4.254969545376177,,,4.309723429894827,4.304389571615388,,,4.307813203354071
2019-05-28 13:00:00,3.729673858125844,,,3.707650792645262,3.845515914779803,,,3.8506676769748807
2019-05-28 14:00:00,2.7372803931852188,,2.7258519737405664,,2.784763437875271,,2.7585750950726085,
2019-05-28 15:00:00,2.608880457709506,,2.613162265138225,,2.63989604893991,,2.6131225248356653,
2019-05-28 16:00:00,1.6898126515695997,1.6786383806510872,,,1.6665368594256895,1.6896149699304819,,
2019-05-28 17:00:00,0.5472870600765541,0.5515447790771045,,,0.5390273987723716,0.5308976478209165,,
2019-05-29 04:00:00,0.3281515367111436,0.3355697993269066,,,0.36541386572964013,0.35092060999565444,,
2019-05-29 05:00:00,0.44131475315868746,0.4513721735810971,,,0.4692649716496845,0.4561272527017186,,
2019-05-29 06:00:00,1.1676058864053938,1.1650562269160503,,,1.1412874934218769,1.143516181978724,,
2019-05-29 07:00:00,1.9684776728489988,,1.9658241082469403,,2.041794431439993,,2.0295460864015014,
2019-05-29 08:00:00,3.765774834629174,,,3.8848769654883375,4.01619769825347,,,4.0227223281225415
2019-05-29 09:00:00,4.653820352574956,,,4.789846027574952,4.8116504101715,,,4.819048601644569
2019-05-29 10:00:00,5.033667384259298,,,5.0957489520758665,5.330310398793175,,,5.3471235638154315
2019-05-29 11:00:00,5.007080114917698,,,5.218417332555592,5.463290252771334,,,5.481059243546171
2019-05-29 12:00:00,5.2608138129857585,,,5.323515044823365,5.26235222867349,,,5.2743245533972605
2019-05-29 13:00:00,4.6319504230911726,,,4.640983453023804,4.693680637742508,,,4.6965670852259445
2019-05-29 14:00:00,2.5510210963133715,,2.5648462865559627,,2.6173568982005113,,2.5922706384037846,
2019-05-29 15:00:00,1.9751063122345596,,1.9569101856894777,,1.9779759875692897,,1.980475361064043,
2019-05-29 16:00:00,0.9547669175753194,0.9512708571956559,,,0.9735514733372915,0.9796961688770647,,
2019-05-29 17:00:00,0.6969216012651245,0.6965765631383104,,,0.6698047740838878,0.6668308378258472,,
2019-05-29 18:00:00,0.29995386865342755,0.2959166454358563,,,0.33321121175886964,0.3215174354792336,,
2019-05-30 04:00:00,0.37856971229607245,0.37579379954566355,,,0.4079368578961269,0.394823619258382,,
2019-05-30 05:00:00,0.6701544723891547,0.667068359836287,,,0.6059005578175589,0.598368336848586,,
2019-05-30 06:00:00,0.44759885217019024,0.4495166584703119,,,0.4602113952731021,0.4502572147332693,,
2019-05-30 07:00:00,0.8556640226047105,0.8494889541176918,,,0.822708080597307,0.8234556852161862,,
2019-05-30 08:00:00,0.8618752857575622,0.8617538018627086,,,0.8985090339126858,0.9019226770552375,,
2019-05-30 09:00:00,1.6832270457353917,1.670483898392062,,,1.6846924006777888,1.7117244338744584,,
2019-05-30 10:00:00,1.642171505596295,1.6615419749999993,,,1.642044917792429,1.670370662447847,,
2019-05-30 11:00:00,1.1457599610222693,1.1442295281842267,,,1.1144052562441342,1.1256430525707206,,
2019-05-30 12:00:00,1.2498012091876058,1.2529011862866262,,,1.216904735306039,1.2296532104788405,,
2019-05-30 13:00:00,0.6135558295439315,0.6297259521344969,,,0.6292763868378369,0.6243140030347226,,
2019-05-30 14:00:00,0.5096036695796593,0.5114332899876657,,,0.5212600090926282,0.5137678014624872,,
2019-05-30 15:00:00,0.32326497032860374,0.32755309276350447,,,0.3624520653529115,0.35189727356751904,,
2019-05-31 04:00:00,0.38457085741559494,0.38402295477513226,,,0.39958821705928255,0.38972893748526327,,
2019-05-31 06:00:00,0.4750527887121214,0.47808838065656567,,,0.5001480325296381,0.49108224621825997,,
2019-05-31 07:00:00,0.6735331256372423,0.6837404898823245,,,0.6706377987094392,0.6655765519443642,,
2019-05-31 08:00:00,1.5632745475330712,1.5490103018216823,,,1.4843237455095222,1.5036369599327164,,
2019-05-31 09:00:00,3.226577330421289,,3.2886419893441716,,3.332219663705844,,3.3568944011171675,
2019-05-31 10:00:00,5.150272967497411,,,5.1677486711926495,5.137083167417997,,,5.141654324701234
2019-05-31 11:00:00,5.266622981384867,,,5.300393072196832,5.302120727952569,,,5.3085962762832075
2019-05-31 12:00:00,5.314445592721489,,,5.352647802467294,5.382713647559148,,,5.392078188242096
2019-05-31 13:00:00,5.307856528967425,,,5.350021129689667,5.3470780094894605,,,5.354786295227492
2019-05-31 14:00:00,4.332584980327791,,,4.3962114381981685,4.410353920728212,,,4.405024834186173
2019-05-31 15:00:00,2.4027418709279598,,2.377065868101795,,2.3566951296383225,,2.3520227461378154,
2019-05-31 16:00:00,1.603223896212121,1.6000554955274573,,,1.581562744590187,1.6189509159466022,,
2019-05-31 17:00:00,0.4971817430586149,0.49335120825730194,,,0.5087215823324572,0.5049590969496276,,
2019-06-01 04:00:00,0.39583907311568617,0.3916655271896125,,,0.4023166398444042,0.3925619943200886,,
2019-06-01 05:00:00,0.42637137956665183,0.43531426615740637,,,0.44368462258882957,0.43513801076985525,,
2019-06-01 06:00:00,0.5120030527999576,0.5108093853436063,,,0.5239761505007732,0.5181508807645313,,
2019-06-01 07:00:00,0.967203137985257,0.9638322750614247,,,0.9410138361254003,0.9508182417584975,,
2019-06-01 08:00:00,1.6006863477272737,1.6241343192648308,,,1.606100790139108,1.6411358321372578,,
2019-06-01 09:00:00,2.9744456964071384,,2.9851419315369028,,2.9309995926692514,,2.937606318416257,
2019-06-01 10:00:00,2.863748982259509,,2.884123245580412,,2.9175361761754317,,2.9268526221784485,
2019-06-01 11:00:00,1.2552724017807724,1.2442090411111117,,,1.212894884138158,1.2381207976449713,,
2019-06-01 12:00:00,1.6167428944283588,1.6298834818251295,,,1.596062361815578,1.6349736449439165,,
2019-06-01 13:00:00,2.2476366434167323,,2.228852597531803,,2.2967159593714546,,2.292205259908072,
2019-06-01 14:00:00,2.8275112881847235,,2.8149090134999124,,2.876262574743347,,2.8774018265586436,
2019-06-01 15:00:00,1.9541107624068923,,1.95692130603951,,1.9252394491449742,,1.9392378521254217,
2019-06-01 16:00:00,1.1122669170165593,1.112745590522311,,,1.0832973112421362,1.0968318113602253,,
2019-06-01 17:00:00,0.5500833344503524,0.550191490743307,,,0.5577647274028509,0.5527849195534361,,
2019-06-02 03:00:00,0.30921039135893547,0.31593907849402486,,,0.3467376793797099,0.3339406364703872,,
2019-06-02 04:00:00,0.4290703306172595,0.4264021332469984,,,0.44829722313272924,0.43736717552208687,,
2019-06-02 05:00:00,0.7474922302387932,0.7470908620515557,,,0.7440475327378484,0.7417817306068271,,
2019-06-02 06:00:00,1.276015209672605,1.2839405377029087,,,1.2647665730770483,1.281956640714473,,
2019-06-02 07:00:00,2.2895930478413824,,2.275035530557666,,2.3112462358479817,,2.304847938803986,
2019-06-02 08:00:00,2.7701409336142326,,2.7437749904306883,,2.863223290156345,,2.868170853908457,
2019-06-02 09:00:00,4.110539604142003,,,4.164632288344143,4.192407937090365,,,4.184322030858752
2019-06-02 10:00:00,4.139201545789617,,,4.173120983672953,4.169097856801923,,,4.158490603017026
2019-06-02 11:00:00,4.6692320339770745,,,4.776696982069084,4.80236118989527,,,4.792253320510147
2019-06-02 12:00:00,5.476813499460235,,,5.571399074488162,5.545210745670948,,,5.554485226957687
2019-06-02 13:00:00,4.248525359609134,,,4.264972917806736,4.286836782007275,,,4.279337397342827
2019-06-02 14:00:00,3.6359920484209356,,,3.6293911682158804,3.6140231440801367,,,3.611871381668363
2019-06-02 15:00:00,3.016988842011221,,3.003285995603666,,2.956614171536988,,2.967095826209849,
2019-06-02 16:00:00,1.5936891077234094,1.5851948548873223,,,1.5370742428248452,1.5731033768449716,,
2019-06-02 17:00:00,0.5153561308105974,0.5154107071781813,,,0.5220263243687584,0.518116712337152,,
2019-06-02 18:00:00,0.4612201676098775,0.466304745555281,,,0.4771201579822077,0.47179411917327446,,
2019-06-03 04:00:00,0.4079143864258141,0.4079500032096233,,,0.43502513246754215,0.42975016467845634,,
2019-06-03 05:00:00,0.6919286078206794,0.6843257258071773,,,0.6133826620991634,0.6162028749419488,,
2019-06-03 06:00:00,1.0806823225028896,1.0767026960301354,,,1.0407013808151784,1.067029035094458,,
2019-06-03 07:00:00,2.4395211459229142,,2.4296819872822564,,2.4415875770157163,,2.461272460346836,
2019-06-03 08:00:00,3.197963911201096,,3.1870174414000183,,3.1148685588523057,,3.189954640513306,
2019-06-03 09:00:00,1.9265961205237092,,1.9256400736214756,,1.8224271943686965,,1.8613128647751789,
2019-06-03 10:00:00,1.3267624394213093,1.3231598951816912,,,1.3035044865426528,1.3447732758737172,,
2019-06-03 11:00:00,3.1435165530477365,,3.149095716405431,,3.0923108886414536,,3.1548673602235318,
2019-06-03 12:00:00,1.9387361839933899,,1.9616074085645516,,1.948305129828838,,1.9766911985778233,
2019-06-03 13:00:00,1.4809411696953885,1.4887020475895374,,,1.449903706296846,1.4997192774348578,,
2019-06-03 14:00:00,2.121880710390371,,2.1236212985531746,,2.1376286473090644,,2.1570881848989765,
2019-06-03 15:00:00,1.7575007672156175,1.7649337391679298,,,1.6356494036980351,1.6943010693175737,,
2019-06-03 16:00:00,0.8125690922053428,0.81090614738717,,,0.7765292756633456,0.7907549447700166,,
2019-06-03 17:00:00,0.3520771175107148,0.3480620257126046,,,0.3711858077035394,0.36686996262633675,,
2019-06-04 04:00:00,0.3155891293376743,0.31356126195225714,,,0.3487514703967499,0.3380653934116424,,
2019-06-04 05:00:00,0.5758691391795284,0.5754292415483934,,,0.5658938954029823,0.5608634000507922,,
2019-06-04 06:00:00,1.1369614406775483,1.1360852721551042,,,1.1140141960809185,1.1303161216922288,,
2019-06-04 07:00:00,2.3784043949522187,,2.3750728619013475,,2.4601674661056023,,2.4552400319531973,
2019-06-04 08:00:00,3.665566162308372,,,3.6438142745643165,3.719611522482579,,,3.7152983155652928
2019-06-04 09:00:00,4.613615373893138,,,4.670054565848876,4.690362944093512,,,4.682442448501329
2019-06-04 10:00:00,3.6715103354440886,,,3.6643301415133585,3.7539460197317744,,,3.747217993729109
2019-06-04 11:00:00,5.537603362072409,,,5.6044340615885115,5.627837940885422,,,5.63825542537189
2019-06-04 12:00:00,3.524125505408642,,,3.5183893660695054,3.509520691258922,,,3.5065016203563824
2019-06-04 13:00:00,3.3474240689622405,,3.358678168732413,,3.3081875224228283,,3.3749675029705575,
2019-06-04 14:00:00,1.7789120430506515,1.7860955247480625,,,1.7361406461816347,1.7856501894882062,,
2019-06-04 15:00:00,1.1837842737842799,1.1823560808064129,,,1.1516893165201405,1.176866716499323,,
2019-06-04 16:00:00,1.328830104154007,1.3337339539147148,,,1.3006470266887877,1.3330026267007218,,
2019-06-04 17:00:00,0.6225505413336562,0.6322201511499921,,,0.5968496710329635,0.5987076891838768,,
2019-06-04 18:00:00,0.3961956314926674,0.40322871664267973,,,0.4115635278622107,0.4062100636184166,,
2019-06-05 03:00:00,0.3148581779001734,0.3147215367482635,,,0.3547483027880002,0.34585953034684247,,
2019-06-05 04:00:00,0.4579492092348627,0.4566007570707068,,,0.48024729845236236,0.47503281000193237,,
2019-06-05 05:00:00,0.5298676776114786,0.5290868510241773,,,0.5352394433039185,0.5317006760059185,,
2019-06-05 06:00:00,0.869664045288807,0.8702256432429037,,,0.8511847830936384,0.8606961918450651,,
2019-06-05 07:00:00,2.3162800999999975,,2.3262035416666653,,2.3956502138577487,,2.397405375278019,
2019-06-05 08:00:00,3.51201462928236,,,3.516851190302773,3.4884054233034414,,,3.4841076939601754
2019-06-05 09:00:00,4.551342209298457,,,4.530624586983662,4.609999613489659,,,4.597470412181875
2019-06-05 10:00:00,5.01228297565184,,,5.218406280912563,5.178096659383309,,,5.171523299776618
2019-06-05 11:00:00,5.286529415295381,,,5.387232301206872,5.451863021708343,,,5.4513829941197445
2019-06-05 12:00:00,5.284952121614558,,,5.2656580122540815,5.314191440399504,,,5.307179916749783
2019-06-05 13:00:00,4.725600858333332,,,4.710745322222221,4.779922715419266,,,4.760052480857417
2019-06-05 14:00:00,3.9550936302829767,,,3.956610466504119,3.93768606260481,,,3.9165812679295735
2019-06-05 15:00:00,2.8427984025370434,,2.8874492972614165,,2.8017172938270094,,2.8465861857033583,
2019-06-05 16:00:00,1.5934801865298605,1.6084876906939443,,,1.5199708250643051,1.5841517699817946,,
2019-06-05 17:00:00,0.5998194011568079,0.6047652891042311,,,0.5542362302286049,0.5618444764193338,,
2019-06-05 18:00:00,0.30377596442734484,0.30387910107691174,,,0.3282474112416357,0.32471477047321895,,
2019-06-06 04:00:00,0.3214169378571426,0.32379521869382444,,,0.3631669002859625,0.3576184294074585,,
2019-06-06 05:00:00,0.470116719834661,0.4728929121960776,,,0.4784095174211351,0.47772481970711284,,
2019-06-06 06:00:00,0.9873525667508427,0.994696008333334,,,0.9784550477718883,1.001092692880959,,
2019-06-06 07:00:00,2.3234826916666655,,2.316846125720241,,2.3841556067649874,,2.3919921140081155,
2019-06-06 08:00:00,3.6364473578759715,,,3.632888296241924,3.680772351597854,,,3.674348705373267
2019-06-06 09:00:00,4.457290580419745,,,4.44645652036516,4.543372148135733,,,4.53118811601674
2019-06-06 10:00:00,5.036702983421619,,,5.173149593748594,5.300721031786673,,,5.2993258821607245
2019-06-06 11:00:00,5.608646400414093,,,5.652882678701369,5.650000659633981,,,5.659588514552239
2019-06-06 12:00:00,5.523390746542909,,,5.582367252503288,5.553069164046912,,,5.559305606931807
2019-06-06 13:00:00,5.072430017251283,,,5.076907225831082,5.036500398479003,,,5.029152813333758
2019-06-06 14:00:00,3.4195711440701673,,3.428770249796459,,3.3858564077307616,,3.489799080811508,
2019-06-06 15:00:00,0.9597341382744103,0.95914861006734,,,0.9514779966206787,0.9756400713972535,,
2019-06-07 05:00:00,0.36693307681200665,0.3789039978896105,,,0.3949053353184368,0.3850194867316429,,
2019-06-07 06:00:00,0.6719180114055578,0.678813486249392,,,0.6696879256054649,0.6677784910704887,,
2019-06-07 07:00:00,0.7814661671136104,0.7855418312962962,,,0.7690543782321665,0.7709532812347231,,
2019-06-07 08:00:00,0.9441665599494948,0.9412404028645774,,,0.9153446184536934,0.9231222587953827,,
2019-06-07 09:00:00,1.1598068364817902,1.1640757046886865,,,1.1334146991249936,1.149256106713404,,
2019-06-07 10:00:00,1.9513054313718383,,1.9618525548729502,,1.9544357916101411,,1.96575881223443,
2019-06-07 11:00:00,2.440779945722073,,2.428790467617184,,2.4969807568590867,,2.4909553407649807,
2019-06-07 12:00:00,1.6816035238016425,1.673750802015351,,,1.6690200250681435,1.70865850063956,,
2019-06-07 13:00:00,2.001036607995542,,2.011759193838257,,2.007459133687824,,2.0209159556745924,
2019-06-07 14:00:00,1.4467533264023058,1.4505845200977794,,,1.4004529757469684,1.4356114414853691,,
2019-06-07 15:00:00,0.6846490302720486,0.6796968203870293,,,0.6591860992256112,0.6616314317527429,,
2019-06-07 16:00:00,0.5797858020317542,0.581980602159543,,,0.5779088535826313,0.5763499636598768,,
2019-06-07 17:00:00,0.5140923215933223,0.5127570832481817,,,0.5211077157209005,0.5173568934564362,,
2019-06-07 18:00:00,0.3270724892372687,0.324736915441832,,,0.3516444286743991,0.3426392824421113,,
2019-06-08 07:00:00,0.8601972281760252,0.8686968086131928,,,0.901401691127666,0.9091250512824399,,
2019-06-08 08:00:00,1.9836167846749575,,1.9886744977473239,,2.0143908167134525,,2.0218142089888813,
