,RF_Global,RF_Faixa1,RF_Faixa2,RF_Faixa3
2019-05-22 17:00:00,0.3460193853060046,0.3496552245482553,,
2019-05-23 04:00:00,0.3652452896301567,0.3635137932864359,,
2019-05-23 05:00:00,0.5980341348040094,0.5922881833838979,,
2019-05-23 06:00:00,1.1933276290959,1.1889265522114398,,
2019-05-23 07:00:00,2.4690817314853764,,2.4771769068370055,
2019-05-23 08:00:00,3.8734556392843524,,,3.987531540423261
2019-05-23 09:00:00,5.069997472732624,,,5.074278048587982
2019-05-23 10:00:00,5.647695508169769,,,5.665945842007319
2019-05-23 11:00:00,5.730021627646421,,,5.8545673612967315
2019-05-23 12:00:00,5.829602041454159,,,5.868210728011909
2019-05-23 13:00:00,5.072690187480785,,,5.068559298350544
2019-05-23 14:00:00,3.742417758177575,,,3.7466781823680146
2019-05-23 15:00:00,2.7766663308864024,,2.7626331309237404,
2019-05-23 16:00:00,1.409209484179283,1.3990018259015233,,
2019-05-23 17:00:00,0.7119406539940134,0.7084117541851173,,
2019-05-23 18:00:00,0.4013124730972802,0.4011080882935557,,
2019-05-24 04:00:00,0.3265672466624715,0.31830960526228824,,
2019-05-24 05:00:00,0.39582212780314596,0.3980781604497355,,
2019-05-24 06:00:00,0.9507800563852511,0.9535862631051848,,
2019-05-24 07:00:00,2.454622973887809,,2.478804641943051,
2019-05-24 08:00:00,3.6610974073829077,,,3.6474417770745347
2019-05-24 09:00:00,3.656031398038674,,,3.6659518976354444
2019-05-24 10:00:00,2.4501149929498296,,2.456472856573264,
2019-05-24 11:00:00,1.0586899725604377,1.0631717605628779,,
2019-05-24 12:00:00,0.6865850447568453,0.6897716868037395,,
2019-05-24 13:00:00,0.5501692408686957,0.5497791795723995,,
2019-05-24 14:00:00,0.553945394075543,0.5537992574192089,,
2019-05-24 15:00:00,1.2544698506060603,1.2598984227777779,,
2019-05-24 16:00:00,1.2126234425775682,1.2196132953582182,,
2019-05-24 17:00:00,0.6671521828237179,0.6568676604277968,,
2019-05-25 04:00:00,0.4167373691558442,0.42116212087782606,,
2019-05-25 05:00:00,0.5459123655416911,0.5416054472703226,,
2019-05-25 06:00:00,0.9668257624494941,0.9638797902020193,,
2019-05-25 07:00:00,1.726885003737129,1.7319489878641132,,
2019-05-25 08:00:00,2.619599213544753,,2.640390178315804,
2019-05-25 09:00:00,3.0381970444459325,,3.059000133102202,
2019-05-25 10:00:00,3.8248270700352514,,,3.9420658805331987
2019-05-25 11:00:00,4.8381188611449355,,,4.894708670460576
2019-05-25 12:00:00,3.1657656642960808,,3.1866635390003695,
2019-05-25 13:00:00,5.328879335829741,,,5.338223311919773
2019-05-25 14:00:00,4.351006623829918,,,4.405138597571708
2019-05-25 15:00:00,3.406203396585886,,3.3928959531282232,
2019-05-25 16:00:00,1.4510138334933078,1.4504686581810946,,
2019-05-25 17:00:00,0.49152535668628317,0.4899748537479223,,
2019-05-26 06:00:00,0.5804363835028856,0.583231699386724,,
2019-05-26 07:00:00,0.3283885491174336,0.3287968066666667,,
2019-05-26 08:00:00,0.4997558124855695,0.500303074389129,,
2019-05-26 09:00:00,0.5550793304262933,0.5581900026844699,,
