,TEMPERATURE[degC],HUMIDITY[%],POA Irr[kW1m2],Pac,TempModule,TempCell,GHI[kW1m2],P_Solar[kW],P/Pac
2018-09-29 10:00:00,12.248500000000028,0.6981666666666634,0.3217869444444444,2.391154402745424,18.72613550765645,19.69149634098979,0.3233738888888886,2.370224722222222,0.9912470392965125
2018-09-29 11:00:00,12.382944444444416,0.6305555555555523,0.1735866666666665,1.3172078171374342,15.867520777922442,16.38828077792244,0.2346133333333333,1.2887369444444443,0.9783854359786119
2018-09-29 12:00:00,12.57919444444443,0.6559999999999969,0.2564425000000002,1.91993186700888,17.569567491214766,18.338894991214765,0.2291069444444443,1.9175166666666668,0.9987420385151604
2018-09-29 13:00:00,13.280972222222225,0.6185555555555523,0.3264363888888888,2.393199778251648,19.658049586952007,20.637358753618678,0.2415069444444445,2.524629722222222,1.0549180829636338
2018-09-29 14:00:00,12.853299999999994,0.66623333333333,0.1577763333333331,1.1793297352123595,15.939549194071816,16.412878194071816,0.1239353333333333,1.0475213333333335,0.8882344793457688
2018-09-29 15:00:00,12.599666666666632,0.6945333333333302,0.0661226666666667,0.5071671479381593,14.00271245422077,14.201080454220769,0.0593226666666665,0.4225223019339202,0.8331026637897292
2018-09-29 16:00:00,12.383500000000044,0.6999999999999967,0.0967258333333333,0.7396620317773861,14.478006583794873,14.768184083794871,0.0341208333333333,0.6172347865885197,0.8344821824980291
2018-09-30 07:00:00,11.8006388888889,0.8000000000000042,0.0896633333333333,0.6871422392864707,13.58755416517883,13.856544165178828,0.1060727777777778,0.6062919444444441,0.8823383424573322
2018-09-30 08:00:00,12.73305555555556,0.7295833333333325,0.3285972222222222,2.443757552895242,19.142786834602717,20.12857850126938,0.2756130555555554,2.379391111111111,0.9736608724920879
2018-09-30 09:00:00,13.72102777777775,0.7000555555555522,0.4370475,3.204143923152232,22.252227114522373,23.563369614522376,0.3399533333333334,3.102970555555555,0.9684242125125444
2018-09-30 10:00:00,14.254444444444433,0.6999999999999967,0.3689866666666668,2.7000757095376198,21.47299978331779,22.57995978331779,0.3103386111111112,2.6318575,0.9747347049208106
2018-09-30 11:00:00,13.870272727272722,0.6996666666666634,0.1069166666666666,0.8083831414543398,16.010287498854964,16.33103749885496,0.1363457575757575,0.7340924242424243,0.9080996208329368
2018-09-30 12:00:00,14.26055555555555,0.695861111111108,0.3277233333333332,2.414980505060248,20.919037823939075,21.90220782393907,0.2763525,2.4359283333333326,1.008674118995657
2018-09-30 13:00:00,14.740388888888866,0.6184722222222189,0.2918308333333334,2.153457241951794,20.713157704383026,21.588650204383026,0.2389847222222222,2.1968455555555555,1.0201482122600383
2018-09-30 14:00:00,14.43744444444446,0.6240277777777743,0.1941316666666667,1.4530406928993524,18.43867285088193,19.02106785088193,0.1633594444444445,1.2979347222222228,0.893254214121398
2018-09-30 15:00:00,13.832433333333304,0.6025999999999966,0.074289,0.5656943489593359,15.477927489911687,15.700794489911686,0.0808376666666667,0.4874876666666668,0.8617509924987939
2018-10-01 06:00:00,7.60620833333334,0.9000000000000027,0.0748641666666666,0.585585679054826,9.441540918689023,9.666133418689023,0.0852787499999999,0.4748099999999999,0.8108292551934922
2018-10-01 07:00:00,9.309277777777789,0.8966388888888918,0.3215102777777778,2.414656566980022,16.686084781021652,17.650615614354987,0.2392075,2.2990211111111107,0.9521110134458852
