dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20200127,000000,0,0.09,0,211.4,41.4,0
20200127,000100,0,0.09,0,211.4,41.6,0
20200127,000200,0,0.09,0,211.4,41.6,0
20200127,000300,0,0.09,0,211.4,41.9,0
20200127,000400,0,0.09,0,211.4,41.9,0
20200127,000500,0,0.09,0,211.4,41.9,0
20200127,000600,0,0.09,0,211.4,41.9,0
20200127,000700,0,0.09,0,211.4,42,0
20200127,000800,0,0.09,0,211.4,42,0
20200127,000900,0,0.09,0,211.4,42.1,0
20200127,001000,0,0.09,0,211.4,42.1,0
20200127,001100,0,0.09,0,211.4,42.2,0
20200127,001200,0,0.09,0,211.4,42.3,0
20200127,001400,0,0.09,0,211.4,42.3,0
20200127,001500,0,0.09,0,211.4,42.4,0
20200127,001600,0,0.09,0,211.4,42.4,0
20200127,001700,0,0.09,0,211.4,42.5,0
20200127,001800,0,0.09,0,211.4,42.3,0
20200127,001900,0,0.09,0,211.4,42.1,0
20200127,002000,0,0.09,0,211.4,41.9,0
20200127,002100,0,0.09,0,211.4,41.8,0
20200127,002200,0,0.09,0,211.4,41.8,0
20200127,002300,0,0.09,0,211.4,41.8,0
20200127,002400,0,0.09,0,211.4,41.8,0
20200127,002500,0,0.09,0,211.4,41.8,0
20200127,002600,0,0.09,0,211.4,41.8,0
20200127,002700,0,0.09,0,211.4,41.8,0
20200127,002800,0,0.09,0,211.4,41.8,0
20200127,002900,0,0.09,0,211.4,41.8,0
20200127,003000,0,0.09,0,211.4,41.7,0
20200127,003100,0,0.09,0,211.4,41.7,0
20200127,003200,0,0.09,0,211.4,41.7,0
20200127,003300,0,0.09,0,211.4,41.7,0
20200127,003400,0,0.09,0,211.4,41.7,0
20200127,003500,0,0.09,0,211.4,41.7,0
20200127,003600,0,0.09,0,211.4,41.6,0
20200127,003700,0,0.09,0,211.4,41.6,0
20200127,003800,0,0.09,0,211.4,41.7,0
20200127,003900,0,0.09,0,211.4,41.7,0
20200127,004000,0,0.09,0,211.4,41.8,0
20200127,004100,0,0.09,0,211.4,41.8,0
20200127,004200,0,0.09,0,211.4,41.7,0
20200127,004300,0,0.09,0,211.4,41.7,0
20200127,004400,0,0.09,0,211.4,41.8,0
20200127,004500,0,0.09,0,211.4,41.8,0
20200127,004600,0,0.09,0,211.4,42,0
20200127,004700,0,0.09,0,211.4,42,0
20200127,004800,0,0.09,0,211.4,42.5,0
20200127,004900,0,0.09,0,211.4,42.5,0
20200127,005000,0,0.09,0,211.4,42.7,0
20200127,005100,0,0.09,0,211.4,42.7,0
20200127,005200,0,0.09,0,211.4,42.9,0
20200127,005300,0,0.09,0,211.4,42.9,0
20200127,005400,0,0.09,0,211.4,42.9,0
20200127,005500,0,0.09,0,211.4,42.8,0
20200127,005600,0,0.09,0,211.4,42.7,0
20200127,051700,6,0.1,0.08,218.3,454,4
20200127,051800,12,0.1,0.08,218.8,475.7,7
20200127,051900,15,0.11,0.1,219.1,443.1,6
20200127,052000,21,0.13,0.11,219.3,485.7,7
20200127,052100,27,0.16,0.12,218.9,466,7
20200127,052200,33,0.18,0.13,219.1,480.3,7
20200127,052300,39,0.2,0.14,219,478.1,7
20200127,052400,48,0.23,0.16,218.8,486.6,10
20200127,052500,51,0.25,0.17,218.5,490.9,10
20200127,052600,60,0.29,0.18,217.5,496.2,12
20200127,052700,45,0.3,0.19,217.3,492,12
20200127,052800,72,0.35,0.19,217.1,500.8,12
20200127,052900,77,0.37,0.21,217.2,501,15
20200127,053000,83,0.4,0.23,217.4,500.7,15
20200127,053100,90,0.44,0.24,217.5,503.8,15
20200127,053200,101,0.48,0.26,217.3,496.7,16
20200127,053300,108,0.51,0.27,217.6,506,18
20200127,053400,114,0.54,0.28,217.5,511.4,18
20200127,053500,123,0.58,0.29,217.5,510.3,19
20200127,053600,132,0.62,0.31,217.2,504.6,19
20200127,053700,138,0.65,0.32,217.3,513.5,21
