dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20191229,000000,0,0.09,0,216.6,44.5,0
20191229,000100,0,0.09,0,216.6,44.8,0
20191229,000200,0,0.09,0,216.6,44.8,0
20191229,000300,0,0.09,0,216.6,45.2,0
20191229,000400,0,0.09,0,216.6,45.3,0
20191229,000500,0,0.09,0,216.6,45.4,0
20191229,000600,0,0.09,0,216.6,45.4,0
20191229,000700,0,0.09,0,216.6,45.5,0
20191229,000800,0,0.09,0,216.6,45.5,0
20191229,000900,0,0.09,0,216.6,45.6,0
20191229,001000,0,0.09,0,216.6,45.6,0
20191229,001100,0,0.09,0,216.6,45.6,0
20191229,001200,0,0.09,0,216.6,45.6,0
20191229,001300,0,0.09,0,216.6,45.5,0
20191229,001400,0,0.09,0,216.6,45.4,0
20191229,001500,0,0.09,0,216.6,45.3,0
20191229,001600,0,0.09,0,216.6,45.2,0
20191229,001700,0,0.09,0,216.6,45.2,0
20191229,001800,0,0.09,0,216.6,45.3,0
20191229,001900,0,0.09,0,216.6,45.3,0
20191229,002000,0,0.09,0,216.6,45.3,0
20191229,002100,0,0.09,0,216.6,45.3,0
20191229,002200,0,0.09,0,216.6,45.2,0
20191229,002300,0,0.09,0,216.6,45.2,0
20191229,002400,0,0.09,0,216.6,44.6,0
20191229,002500,0,0.09,0,216.6,44.6,0
20191229,002600,0,0.09,0,216.6,44.2,0
20191229,002700,0,0.09,0,216.6,44.2,0
20191229,002800,0,0.09,0,216.6,44.1,0
20191229,002900,0,0.09,0,216.6,44.1,0
20191229,003000,0,0.09,0,216.6,44.1,0
20191229,003100,0,0.09,0,216.6,44.1,0
20191229,003200,0,0.09,0,216.6,44.4,0
20191229,003300,0,0.09,0,216.6,44.4,0
20191229,003400,0,0.09,0,216.6,44.7,0
20191229,003500,0,0.09,0,216.6,44.7,0
20191229,003600,0,0.09,0,216.6,45,0
20191229,003700,0,0.09,0,216.6,45,0
20191229,003800,0,0.09,0,216.6,45.2,0
20191229,003900,0,0.09,0,216.6,45.2,0
20191229,004000,0,0.09,0,216.6,45.3,0
20191229,004100,0,0.09,0,216.6,45.3,0
20191229,004200,0,0.09,0,216.6,45.3,0
20191229,004300,0,0.09,0,216.6,45.4,0
20191229,004400,0,0.09,0,216.6,45.4,0
20191229,004500,0,0.09,0,216.6,45.4,0
20191229,004600,0,0.09,0,216.6,45.4,0
20191229,004700,0,0.09,0,216.6,45.4,0
20191229,004800,0,0.09,0,216.6,45.5,0
20191229,004900,0,0.09,0,216.6,45.5,0
20191229,005000,0,0.09,0,216.6,45.6,0
20191229,005100,0,0.09,0,216.6,45.6,0
20191229,005200,0,0.09,0,216.6,45.7,0
20191229,005300,0,0.09,0,216.6,45.8,0
20191229,005400,0,0.09,0,216.6,45.9,0
20191229,005500,0,0.09,0,216.6,45.9,0
20191229,005600,0,0.09,0,216.6,45.9,0
20191229,050000,9,0.09,0.09,217.2,442.8,1
20191229,050100,15,0.1,0.09,217.4,459.2,6
20191229,050200,15,0.1,0.1,217.2,453.9,6
20191229,050300,18,0.12,0.11,217.3,459.1,7
20191229,050400,24,0.14,0.12,217.3,467.5,9
20191229,050500,33,0.17,0.13,217.3,464.2,9
20191229,050600,39,0.21,0.15,217.4,489.2,9
20191229,050700,51,0.25,0.16,217.3,490.8,12
20191229,050800,63,0.31,0.19,217.1,494.4,13
20191229,050900,78,0.38,0.22,217.1,498.7,13
20191229,051000,94,0.45,0.25,217,499.1,15
20191229,051100,106,0.51,0.28,217.3,501.3,16
20191229,051200,123,0.58,0.3,217.3,508.4,18
20191229,051300,141,0.66,0.32,217.4,514.8,19
20191229,051400,159,0.74,0.36,217.6,517,25
20191229,051500,171,0.79,0.38,217.5,515.8,24
20191229,051600,180,0.83,0.39,217.6,520.2,24
20191229,051700,185,0.86,0.41,217.5,523.8,25
