dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,temp,vento_dir,vento_vel,rainfall
20191211,000200,0,6.38,0.21,0,0,52.64,0.14,0,0,0.47,23,135,0,0
20191211,000300,0,7.59,0.25,0,0,62.59,0.17,0,0,0.47,23,135,0,0
20191211,000400,0,6.99,0.23,0,0,57.64,0.16,0,0,0.46,23,135,0,0
20191211,000500,0,7.58,0.25,0,0,62.5,0.17,0,0,0.45,23,135,0,0
20191211,000600,0,6.6,0.22,0,0,54.43,0.15,0,0,0.49,23.06,135,0,0
20191211,000700,0,7.32,0.24,0,0,60.42,0.17,0,0,0.46,23.12,135,0,0
20191211,000800,0,7.23,0.24,0,0,59.67,0.16,0,0,0.48,23,135,0,0
20191211,000900,0,7.51,0.25,0,0,61.92,0.17,0,0,0.49,23,135,0,0
20191211,001000,0,6.85,0.23,0,0,56.48,0.16,0,0,0.46,23.06,135,0,0
20191211,001100,0,7.47,0.25,0,0,61.64,0.17,0,0,0.47,23.12,135,0,0
20191211,001200,0,6.85,0.23,0,0,56.51,0.16,0,0,0.48,22.94,135,0,0
20191211,001300,0,7.27,0.24,0,0,59.97,0.16,0,0,0.49,22.94,135,0,0
20191211,001400,0,7.27,0.24,0,0,59.98,0.16,0,0,0.48,22.94,135,0,0
20191211,001500,0,7.44,0.25,0,0,61.41,0.17,0,0,0.45,23,135,0,0
20191211,001600,0,7.21,0.24,0,0,59.44,0.16,0,0,0.45,23,135,0,0
20191211,001700,0,6.94,0.23,0,0,57.25,0.16,0,0,0.45,22.75,135,0,0
20191211,001800,0,7.64,0.25,0,0,63.06,0.17,0,0,0.48,22.62,135,0,0
20191211,001900,0,7.05,0.23,0,0,58.17,0.16,0,0,0.48,22.81,135,0,0
20191211,002000,0,7.13,0.24,0,0,58.81,0.16,0,0,0.48,22.75,135,0,0
20191211,002100,0,7.6,0.25,0,0,62.68,0.17,0,0,0.46,22.69,135,0,0
20191211,002200,0,7.25,0.24,0,0,59.81,0.16,0,0,0.46,22.62,135,0,0
20191211,002300,0,7.93,0.26,0,0,65.4,0.18,0,0,0.48,22.62,135,0,0
20191211,002400,0,7.35,0.24,0,0,60.62,0.17,0,0,0.48,22.62,135,0,0
20191211,002500,0,7.31,0.24,0,0,60.35,0.17,0,0,0.48,22.62,135,0,0
20191211,002600,0,7.8,0.26,0,0,64.38,0.18,0,0,0.47,22.56,135,0,0
20191211,002700,0,7.59,0.25,0,0,62.61,0.17,0,0,0.48,22.62,135,0,0
20191211,002800,0,6.86,0.23,0,0,56.56,0.16,0,0,0.48,22.44,135,0,0
20191211,002900,0,7.97,0.27,0,0,65.79,0.18,0,0,0.44,22.25,135,0,0
20191211,003000,0,8.55,0.28,0,0,70.52,0.19,0,0,0.45,22.19,135,0,0
20191211,003100,0,8.43,0.28,0,0,69.58,0.19,0,0,0.46,22.31,135,0,0
20191211,003200,0,7.91,0.26,0,0,65.27,0.18,0,0,0.49,22.38,135,0,0
20191211,003300,0,7.75,0.26,0,0,63.96,0.18,0,0,0.48,22.25,135,0,0
20191211,003400,0,8.57,0.29,0,0,70.72,0.19,0,0,0.48,22.38,135,0,0
20191211,003500,0,8.66,0.29,0,0,71.49,0.2,0,0,0.49,22.38,135,0,0
20191211,003600,0,7.88,0.26,0,0,65,0.18,0,0,0.48,22.44,135,0,0
20191211,003700,0,8.06,0.27,0,0,66.47,0.18,0,0,0.48,22.38,135,0,0
20191211,003800,0,7.6,0.25,0,0,62.72,0.17,0,0,0.46,22.31,135,0,0
20191211,003900,0,8.84,0.29,0,0,72.9,0.2,0,0,0.46,22.31,135,0,0
20191211,004000,0,8.92,0.3,0,0,73.62,0.2,0,0,0.47,22.25,135,0,0
20191211,004100,0,9.08,0.3,0,0,74.88,0.21,0,0,0.51,22.44,135,0,0
20191211,004200,0,8.45,0.28,0,0,69.69,0.19,0,0,0.5,22.44,135,0,0
20191211,004300,0,8.79,0.29,0,0,72.5,0.2,0,0,0.49,22.56,135,0,0
20191211,004400,0,8.51,0.28,0,0,70.18,0.19,0,0,0.46,22.5,135,0,0
20191211,004500,0,8.55,0.28,0,0,70.51,0.19,0,0,0.48,22.31,135,0,0
20191211,004600,0,9.18,0.31,0,0,75.74,0.21,0,0,0.47,22.19,135,0,0
20191211,004700,0,8.5,0.28,0,0,70.09,0.19,0,0,0.46,22.38,135,0,0
20191211,004800,0,8.75,0.29,0,0,72.19,0.2,0,0,0.46,22.44,135,0,0
20191211,004900,0,8.61,0.29,0,0,71.03,0.2,0,0,0.48,22.5,135,0,0
20191211,005000,0,8.54,0.28,0,0,70.5,0.19,0,0,0.47,22.5,135,0,0
20191211,005100,0,8.38,0.28,0,0,69.14,0.19,0,0,0.5,22.31,135,0,0
20191211,005200,0,7.99,0.27,0,0,65.89,0.18,0,0,0.5,22.5,135,0,0
20191211,005300,0,7.84,0.26,0,0,64.66,0.18,0,0,0.5,22.62,135,0,0
20191211,005400,0,7.83,0.26,0,0,64.58,0.18,0,0,0.49,22.56,135,0,0
20191211,005500,0,7.82,0.26,0,0,64.49,0.18,0,0,0.5,22.62,135,0,0
20191211,005600,0,7.86,0.26,0,0,64.83,0.18,0,0,0.47,22.62,135,0,0
20191211,005700,0,8.48,0.28,0,0,69.95,0.19,0,0,0.47,22.75,135,0,0
20191211,005800,0,8.98,0.3,0,0,74.12,0.2,0,0,0.46,22.69,135,0,0
20191211,005900,0,7.83,0.26,0,0,64.58,0.18,0,0,0.46,22.56,135,0,0
20191211,010000,0,7.99,0.27,0,0,65.9,0.18,0,0,0.45,22.62,135,0,0
20191211,010100,0,7.07,0.24,0,0,58.35,0.16,0,0,0.43,22.5,135,0,0
20191211,010200,0,7.96,0.26,0,0,65.64,0.18,0,0,0.44,22.81,135,0,0
20191211,010300,0,7.82,0.26,0,0,64.51,0.18,0,0,0.46,22.75,135,0,0
20191211,010400,0,8.08,0.27,0,0,66.65,0.18,0,0,0.47,22.5,135,0,0
20191211,010500,0,7.3,0.24,0,0,60.19,0.17,0,0,0.47,22.5,135,0,0
20191211,010600,0,8.28,0.28,0,0,68.29,0.19,0,0,0.47,22.38,135,0,0
20191211,010700,0,7.82,0.26,0,0,64.48,0.18,0,0,0.47,22.62,135,0,0
20191211,010800,0,7.54,0.25,0,0,62.17,0.17,0,0,0.47,22.31,135,0,0
20191211,010900,0,7.35,0.24,0,0,60.62,0.17,0,0,0.47,22.44,135,0,0
20191211,011000,0,8.1,0.27,0,0,66.86,0.18,0,0,0.47,22.44,135,0,0
20191211,011100,0,7.96,0.26,0,0,65.66,0.18,0,0,0.46,22.25,135,0,0
20191211,011200,0,7.87,0.26,0,0,64.92,0.18,0,0,0.47,22.31,135,0,0
20191211,011300,0,7.66,0.25,0,0,63.17,0.17,0,0,0.47,22.31,135,0,0
20191211,011400,0,7.22,0.24,0,0,59.58,0.16,0,0,0.48,22.25,135,0,0
20191211,011500,0,7.09,0.24,0,0,58.53,0.16,0,0,0.49,22.12,135,0,0
20191211,011600,0,7.66,0.25,0,0,63.18,0.17,0,0,0.46,22.12,135,0,0
20191211,011700,0,7.17,0.24,0,0,59.18,0.16,0,0,0.49,21.94,135,0,0
20191211,011800,0,7.22,0.24,0,0,59.54,0.16,0,0,0.47,22,135,0,0
20191211,011900,0,6.97,0.23,0,0,57.52,0.16,0,0,0.5,22,135,0,0
20191211,012000,0,7.8,0.26,0,0,64.35,0.18,0,0,0.46,22,135,0,0
20191211,012100,0,7.7,0.26,0,0,63.51,0.17,0,0,0.47,22.06,135,0,0
20191211,012200,0,7.49,0.25,0,0,61.81,0.17,0,0,0.46,22.12,135,0,0
20191211,012300,0,7.62,0.25,0,0,62.84,0.17,0,0,0.47,22.19,135,0,0
20191211,012400,0,7.04,0.23,0,0,58.1,0.16,0,0,0.46,22.38,135,0,0
20191211,012500,0,6.95,0.23,0,0,57.32,0.16,0,0,0.48,22.31,135,0,0
20191211,012600,0,7.35,0.24,0,0,60.62,0.17,0,0,0.45,22.25,135,0,0
20191211,012700,0,6.77,0.23,0,0,55.83,0.15,0,0,0.47,22.12,135,0,0
20191211,012800,0,6.58,0.22,0,0,54.3,0.15,0,0,0.45,22.25,135,0,0
20191211,012900,0,7.1,0.24,0,0,58.55,0.16,0,0,0.48,22.06,135,0,0
20191211,013000,0,6.39,0.21,0,0,52.74,0.14,0,0,0.51,22.06,135,0,0
20191211,013100,0,6.66,0.22,0,0,54.96,0.15,0,0,0.48,21.94,135,0,0
20191211,013200,0,6.55,0.22,0,0,54.01,0.15,0,0,0.48,22.06,135,0,0
20191211,013300,0,6.72,0.22,0,0,55.46,0.15,0,0,0.46,22.06,135,0,0
20191211,013400,0,5.95,0.2,0,0,49.11,0.13,0,0,0.45,22.06,135,0,0
20191211,013500,0,6.44,0.21,0,0,53.13,0.15,0,0,0.45,22,135,0,0
20191211,013600,0,6.15,0.2,0,0,50.76,0.14,0,0,0.45,22,135,0,0
20191211,013700,0,5.69,0.19,0,0,46.92,0.13,0,0,0.47,22.06,135,0,0
20191211,013800,0,5.3,0.18,0,0,43.77,0.12,0,0,0.46,22.12,135,0,0
20191211,013900,0,5.68,0.19,0,0,46.82,0.13,0,0,0.45,21.88,135,0,0
20191211,014000,0,6.4,0.21,0,0,52.79,0.15,0,0,0.45,22.06,135,0,0
20191211,014100,0,5.87,0.2,0,0,48.42,0.13,0,0,0.47,22.06,135,0,0
20191211,014200,0,5.79,0.19,0,0,47.79,0.13,0,0,0.49,22,135,0,0
20191211,014300,0,5.93,0.2,0,0,48.95,0.13,0,0,0.48,22.12,135,0,0
20191211,014400,0,6.33,0.21,0,0,52.19,0.14,0,0,0.47,22.06,135,0,0
20191211,014500,0,6.53,0.22,0,0,53.87,0.15,0,0,0.48,22.12,135,0,0
20191211,014600,0,5.35,0.18,0,0,44.11,0.12,0,0,0.5,22.25,135,0,0
20191211,014700,0,5.67,0.19,0,0,46.77,0.13,0,0,0.47,22.31,135,0,0
20191211,014800,0,5.81,0.19,0,0,47.94,0.13,0,0,0.48,22.19,135,0,0
20191211,014900,0,5.77,0.19,0,0,47.6,0.13,0,0,0.46,22.31,135,0,0
20191211,015000,0,5.56,0.18,0,0,45.84,0.13,0,0,0.45,22.31,135,0,0
20191211,015100,0,5.19,0.17,0,0,42.81,0.12,0,0,0.45,22.62,135,0,0
20191211,015200,0,5.12,0.17,0,0,42.23,0.12,0,0,0.44,22.44,45,0,0
20191211,015300,0,4.54,0.15,0,0,37.44,0.1,0,0,0.45,22.69,45,0,0
20191211,015400,0,4.01,0.13,0,0,33.04,0.09,0,0,0.47,22.69,45,0,0
20191211,015500,0,4.3,0.14,0,0,35.48,0.1,0,0,0.47,22.75,225,0,0
20191211,015600,0,4.05,0.13,0,0,33.39,0.09,0,0,0.46,22.69,45,0,0
20191211,015700,0,4,0.13,0,0,32.98,0.09,0,0,0.47,22.62,45,0,0
20191211,015800,0,3.96,0.13,0,0,32.69,0.09,0,0,0.47,22.75,180,0,0
20191211,015900,0,3.85,0.13,0,0,31.79,0.09,0,0,0.45,22.94,180,0,0
20191211,020000,0,3.49,0.12,0,0,28.83,0.08,0,0,0.47,22.94,180,0,0
20191211,020100,0,3.79,0.13,0,0,31.26,0.09,0,0,0.47,23.19,180,0,0
20191211,020200,0,3.2,0.11,0,0,26.44,0.07,0,0,0.46,23.25,180,0,0
20191211,020300,0,3.6,0.12,0,0,29.74,0.08,0,0,0.46,23.31,180,0,0
20191211,020400,0,3.18,0.11,0,0,26.2,0.07,0,0,0.47,23.19,225,0,0
20191211,020500,0,3.44,0.11,0,0,28.37,0.08,0,0,0.46,23.31,225,0,0
20191211,020600,0,3.74,0.12,0,0,30.86,0.08,0,0,0.46,23.25,225,0,0
20191211,020700,0,3.34,0.11,0,0,27.57,0.08,0,0,0.44,23.44,225,0,0
20191211,020800,0,3.2,0.11,0,0,26.41,0.07,0,0,0.44,23.38,225,0,0
20191211,020900,0,2.97,0.1,0,0,24.51,0.07,0,0,0.44,23.44,225,0,0
20191211,021000,0,3.83,0.13,0,0,31.56,0.09,0,0,0.45,23.31,225,0,0
20191211,021100,0,3.54,0.12,0,0,29.23,0.08,0,0,0.45,23.31,225,0,0
20191211,021300,0,3.42,0.11,0,0,28.24,0.08,0,0,0.45,22.94,225,0,0
20191211,021400,0,3.86,0.13,0,0,31.87,0.09,0,0,0.46,22.88,225,0,0
