dia_mes_ano,hora_minuto,P_AC,I_AC,I_DC,V_AC,V_DC,IRR
20191111,000000,0,0.08,0,213.3,45.3,0
20191111,000100,0,0.08,0,213.3,45.3,0
20191111,000200,0,0.08,0,213.3,45.6,0
20191111,000300,0,0.08,0,213.3,45.6,0
20191111,000400,0,0.08,0,213.3,45.6,0
20191111,000500,0,0.08,0,213.3,45.6,0
20191111,000600,0,0.08,0,213.3,45.8,0
20191111,000700,0,0.08,0,213.3,45.8,0
20191111,000800,0,0.08,0,213.3,45.8,0
20191111,000900,0,0.08,0,213.3,45.8,0
20191111,001000,0,0.08,0,213.3,45.7,0
20191111,001100,0,0.08,0,213.3,45.7,0
20191111,001200,0,0.08,0,213.3,45.3,0
20191111,001300,0,0.08,0,213.3,45.3,0
20191111,001400,0,0.08,0,213.3,44.8,0
20191111,001500,0,0.08,0,213.3,44.8,0
20191111,001600,0,0.08,0,213.3,44.4,0
20191111,001700,0,0.08,0,213.3,44.4,0
20191111,001800,0,0.08,0,213.3,44.9,0
20191111,001900,0,0.08,0,213.3,44.9,0
20191111,002000,0,0.08,0,213.3,44.9,0
20191111,002100,0,0.08,0,213.3,44.9,0
20191111,002200,0,0.08,0,213.3,45.2,0
20191111,002300,0,0.08,0,213.3,45.2,0
20191111,002400,0,0.08,0,213.3,45.3,0
20191111,002500,0,0.08,0,213.3,45.3,0
20191111,002600,0,0.08,0,213.3,45.4,0
20191111,002700,0,0.08,0,213.3,45.4,0
20191111,002800,0,0.08,0,213.3,45.3,0
20191111,002900,0,0.08,0,213.3,45.3,0
20191111,003000,0,0.08,0,213.3,45.2,0
20191111,003100,0,0.08,0,213.3,45.2,0
20191111,003200,0,0.08,0,213.3,45.2,0
20191111,003300,0,0.08,0,213.3,45.3,0
20191111,003400,0,0.08,0,213.3,45.4,0
20191111,003500,0,0.08,0,213.3,45.5,0
20191111,003600,0,0.08,0,213.3,45.6,0
20191111,003700,0,0.08,0,213.3,45.6,0
20191111,003800,0,0.08,0,213.3,45.8,0
20191111,003900,0,0.08,0,213.3,45.8,0
20191111,004000,0,0.08,0,213.3,45.9,0
20191111,004100,0,0.08,0,213.3,45.9,0
20191111,004200,0,0.08,0,213.3,45.9,0
20191111,004300,0,0.08,0,213.3,46,0
20191111,004400,0,0.08,0,213.3,46,0
20191111,004500,0,0.08,0,213.3,46.1,0
20191111,004600,0,0.08,0,213.3,46.1,0
20191111,004700,0,0.08,0,213.3,46.3,0
20191111,004800,0,0.08,0,213.3,46.3,0
20191111,004900,0,0.08,0,213.3,46.5,0
20191111,005000,0,0.08,0,213.3,46.5,0
20191111,005100,0,0.08,0,213.3,46.4,0
20191111,005200,0,0.08,0,213.3,46.4,0
20191111,005300,0,0.08,0,213.3,45.9,0
20191111,005400,0,0.08,0,213.3,45.9,0
20191111,005500,0,0.08,0,213.3,45.7,0
20191111,005600,0,0.08,0,213.3,45.7,0
20191111,005700,0,0.08,0,213.3,45.6,0
20191111,005800,0,0.08,0,213.3,45.6,0
20191111,045200,6,0.09,0.08,215.9,427.2,6
20191111,045300,9,0.1,0.08,216.1,462.9,6
20191111,045400,15,0.11,0.09,216,473.4,7
20191111,045500,21,0.12,0.11,216,463.5,6
20191111,045600,27,0.15,0.11,216.1,478.2,7
20191111,045700,33,0.18,0.12,216.1,492.3,9
20191111,045800,40,0.21,0.14,216.1,492.1,10
20191111,045900,50,0.25,0.16,216.1,491.7,12
20191111,050000,60,0.29,0.18,215.9,500.7,12
20191111,050100,69,0.34,0.19,216,503.3,13
20191111,050200,79,0.38,0.21,215.9,507.4,15
20191111,050300,96,0.45,0.24,215.9,508.5,16
20191111,050400,108,0.52,0.27,215.7,519.9,18
20191111,050500,123,0.58,0.29,215.9,514.8,19
20191111,050600,135,0.64,0.31,215.8,523,21
